koi_depth,koi_duration,koi_insol,koi_model_snr,koi_period,koi_prad,koi_slogg,koi_srad,koi_steff,koi_teq,kepid,Target
-0.2826382967159695,-0.4973752788387659,-0.042692083004434354,-0.31869039697196916,-0.3359531375736855,-0.08108523633906846,0.8918016009951345,-0.18332080233294773,-1.0679129785765833,-0.5387907941715312,4736569,0.5
-0.28517658636161514,-0.5651502366137326,-0.031327939535041656,-0.31894868259380893,-0.4032746652508832,-0.08157681041510419,-0.05398545459473441,-0.06502744399530969,0.10553388163783979,0.7022659422659314,12154526,0.5
-0.28517658636161514,-0.5651502366137326,-0.031327939535041656,-0.31894868259380893,-0.4032746652508832,-0.08157681041510419,-0.05398545459473441,-0.06502744399530969,0.10553388163783979,0.7022659422659314,12154526,0.5
-0.28517658636161514,-0.5651502366137326,-0.031327939535041656,-0.31894868259380893,-0.4032746652508832,-0.08157681041510419,-0.05398545459473441,-0.06502744399530969,0.10553388163783979,0.7022659422659314,12154526,0.5
-0.27856374113172067,0.6737486766682156,-0.042955038631242,-0.2848549805109534,0.6661031754632757,-0.07620460801271366,0.18638031643915393,-0.10465091036531528,-0.04829826363404017,-0.860689885184998,2449431,0.5
-0.27655202516885746,-0.559362903947306,-0.03858459608323546,-0.2759441265574798,-0.3939053395457599,0.001288533830919647,0.47377417311010933,-0.12119274584017198,0.11570460198639383,0.2536756427411403,6707908,0.5
-0.2835086770023163,0.07743147891517088,-0.04256538418171217,-0.31688239761909043,-0.22244919359917747,-0.08003186331899188,0.13935223080208917,-0.11599937888876347,0.050866259764361786,-0.4638102830117678,9973109,0.5
-0.2835086770023163,0.07743147891517088,-0.04256538418171217,-0.31688239761909043,-0.22244919359917747,-0.08003186331899188,0.13935223080208917,-0.11599937888876347,0.050866259764361786,-0.4638102830117678,9973109,0.5
-0.28470624870320754,-0.5349331899483192,-0.04190284565961753,-0.321660681623127,-0.36469665984226957,-0.08182259745312206,0.5626050015356766,-0.14273560134231095,-0.5199654197982341,-0.22594107519458748,9489524,0.5
-0.28470624870320754,-0.5349331899483192,-0.04190284565961753,-0.321660681623127,-0.36469665984226957,-0.08182259745312206,0.5626050015356766,-0.14273560134231095,-0.5199654197982341,-0.22594107519458748,9489524,0.5
-0.28470624870320754,-0.5349331899483192,-0.04190284565961753,-0.321660681623127,-0.36469665984226957,-0.08182259745312206,0.5626050015356766,-0.14273560134231095,-0.5199654197982341,-0.22594107519458748,9489524,0.5
-0.28470624870320754,-0.5349331899483192,-0.04190284565961753,-0.321660681623127,-0.36469665984226957,-0.08182259745312206,0.5626050015356766,-0.14273560134231095,-0.5199654197982341,-0.22594107519458748,9489524,0.5
-0.2782915076500879,-0.656842755054374,-0.041893361771133064,-0.3093921145857358,-0.3560355834679117,-0.07641528261672897,0.21250703068196974,-0.11234478733036489,-0.7475352875971308,-0.2220627728932204,9634821,0.5
-0.2782915076500879,-0.656842755054374,-0.041893361771133064,-0.3093921145857358,-0.3560355834679117,-0.07641528261672897,0.21250703068196974,-0.11234478733036489,-0.7475352875971308,-0.2220627728932204,9634821,0.5
-0.2782915076500879,-0.656842755054374,-0.041893361771133064,-0.3093921145857358,-0.3560355834679117,-0.07641528261672897,0.21250703068196974,-0.11234478733036489,-0.7475352875971308,-0.2220627728932204,9634821,0.5
