pl_name,hostname,default_flag,koi_disposition,disp_refname,sy_snum,sy_pnum,soltype,pl_controv_flag,pl_refname,koi_period,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,koi_prad,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,koi_insol,pl_insolerr1,pl_insolerr2,pl_insollim,koi_teq,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,koi_depth,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,koi_duration,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_refname,st_spectype,koi_steff,st_tefferr1,st_tefferr2,st_tefflim,koi_srad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,koi_slogg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,koi_model_snr,Target
K2-253 b,K2-253,0,CONFIRMED,Livingston et al. 2018,1.0,1.0,TESS Project Candidate,0.0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.003577329940001,0.00088797754,-0.00088797754,0.0,,,,,12.96278785,1.9405705,-1.9405705,0.0,,,,,365.8185,,,0.0,1115.41,,,0.0,0.0,14273.8513,0.11394954,-0.11394954,0.0,2.0958153,0.2947518,-0.2947518,0.0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,,5318.0,122.0,-122.0,0.0,1.08492,,,0.0,,,,,,,,,,4.33106,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h24m20.47s,186.0853062,-06d22m44.23s,-6.3789537,876.565,28.779,-27.037,15.002,0.149,-0.149,12.947,0.033,-0.033,14.7042,0.000415,-0.000415,2022-08-09,2017-07,2022-08-09,12.526466802762002,1.0
K2-254 b,K2-254,1,CONFIRMED,Livingston et al. 2018,1.0,2.0,Published Confirmed,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,4.0963899999999995,0.00081,-0.00079,0.0,0.0448,0.0005,-0.0005,0.0,1.63,0.28,-0.24,0.0,,,,,54.002275485085306,,,,791.0,26.0,-26.0,0.0,0.0,520.0,,,0.0,1.6,,,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4629.0,168.0,-123.0,0.0,0.67,0.01,-0.01,0.0,0.71,0.02,-0.03,0.0,-0.14,0.18,-0.15,0.0,[Fe/H],4.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h22m12.19s,185.5507926,-04d43m02.25s,-4.7172908,227.775,1.296,-1.281,14.238,0.137,-0.137,11.296,0.021,-0.021,13.7427,0.000236,-0.000236,2022-03-28,2018-08,2022-03-28,53.68574166322486,1.0
K2-254 c,K2-254,1,CONFIRMED,Livingston et al. 2018,1.0,2.0,Published Confirmed,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,12.118389999999994,0.00303,-0.00321,0.0,0.0923,0.001,-0.001,0.0,2.1899999999999995,0.24,-0.18,0.0,,,,,46.595795574114106,,,,551.0,18.0,-18.0,0.0,0.0,1200.0,,,0.0,2.4,,,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4629.0,168.0,-123.0,0.0,0.67,0.01,-0.01,0.0,0.71,0.02,-0.03,0.0,-0.14,0.18,-0.15,0.0,[Fe/H],4.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h22m12.19s,185.5507926,-04d43m02.25s,-4.7172908,227.775,1.296,-1.281,14.238,0.137,-0.137,11.296,0.021,-0.021,13.7427,0.000236,-0.000236,2022-03-28,2018-08,2022-03-28,45.796762929167244,1.0
K2-255 b,K2-255,1,CONFIRMED,Livingston et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,1.9641700000000029,4e-05,-4e-05,0.0,0.0274,0.0003,-0.0003,0.0,2.9000000000000004,0.28,-0.11,0.0,,,,,43.590017492423215,,,,1034.0,17.0,-17.0,0.0,0.0,1830.0,,,0.0,1.1,,,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4676.0,63.0,-61.0,0.0,0.69,0.01,-0.01,0.0,0.71,0.03,-0.03,0.0,-0.14,0.07,-0.06,0.0,[Fe/H],4.62,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m39.08s,189.9128532,-03d22m14.03s,-3.3705631,191.608,1.538,-1.515,13.662,0.114,-0.114,10.827,0.025,-0.025,13.3087,0.000246,-0.000246,2022-03-28,2018-08,2022-03-28,45.25260810980194,1.0
K2-256 b,K2-256,1,REFUTED,Lehmann &amp; Vanderburg 2024,1.0,0.0,Published Confirmed,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,5.5201100000000025,0.00239,-0.00289,0.0,0.0578,0.0008,-0.0008,0.0,2.63,0.25,-0.21,0.0,,,,,76.43496678302085,,,,845.0,28.0,-28.0,0.0,0.0,970.0,,,0.0,3.6,,,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5219.0,179.0,-136.0,0.0,0.78,0.02,-0.02,0.0,0.84,0.03,-0.04,0.0,-0.1,0.17,-0.17,0.0,[Fe/H],4.58,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h24m54.50s,186.2270991,-02d03m57.77s,-2.0660477,564.693,14.928,-14.191,14.954,0.229,-0.229,12.82,0.024,-0.024,14.6992,0.000346,-0.000346,2022-03-28,2018-08,2022-03-28,52.32828165514866,0.0
K2-257 b,K2-257,1,CONFIRMED,Livingston et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,1.605879999999999,0.00014,-0.00013,0.0,0.0216,0.0002,-0.0002,0.0,0.830000000000001,0.06,-0.05,0.0,,,,,33.87773080278208,,,,789.0,14.0,-14.0,0.0,0.0,340.0,,,0.0,1.3,,,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,3725.0,80.0,-46.0,0.0,0.5,0.01,-0.01,0.0,0.52,0.01,-0.01,0.0,-0.03,0.17,-0.18,0.0,[Fe/H],4.76,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m06.79s,188.278284,-01d57m11.84s,-1.9532879,64.0065,0.2577,-0.2577,13.716,0.03,-0.03,9.661,0.019,-0.019,12.8602,0.000436,-0.000436,2022-03-28,2018-08,2022-03-28,53.10444264070753,1.0
K2-258 b,K2-258,1,CONFIRMED,Livingston et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,19.0921,0.00576,-0.00633,0.0,0.149,0.0025,-0.0026,0.0,3.0,0.21,-0.2,0.0,,,,,114.11298534357951,,,,831.0,30.0,-30.0,0.0,0.0,490.0,,,0.0,6.0,,,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6351.0,198.0,-228.0,0.0,1.31,0.03,-0.03,0.0,1.21,0.05,-0.08,0.0,0.01,0.15,-0.17,0.0,[Fe/H],4.29,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m31.54s,187.6314027,-01d09m39.30s,-1.1609171,661.873,11.218,-10.856,13.361,0.08,-0.08,11.782,0.021,-0.021,13.1388,0.0002,-0.0002,2022-03-28,2018-08,2022-03-28,52.87156970524768,1.0
K2-259 b,K2-259,1,CONFIRMED,Livingston et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,15.480429999999998,0.00332,-0.00392,0.0,0.1271,0.001,-0.0011,0.0,2.3200000000000003,0.2,-0.17,0.0,,,,,2396.916486902437,,,,795.0,13.0,-13.0,0.0,0.0,370.0,,,0.0,4.2,,,0.0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6059.0,62.0,-76.0,0.0,1.13,0.03,-0.02,0.0,1.14,0.03,-0.03,0.0,0.16,0.04,-0.04,0.0,[Fe/H],4.39,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m12.65s,186.8026947,+01d34m00.71s,1.5668631,416.457,8.192,-7.888,12.511,0.114,-0.114,11.115,0.026,-0.026,12.375,0.000196,-0.000196,2022-03-28,2018-08,2022-03-28,50.936496546713784,1.0
K2-259 b,K2-259,0,CONFIRMED,Livingston et al. 2018,1.0,1.0,Published Candidate,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,15.482399000000001,0.002222,-0.002188,0.0,,,,,2.0966379800000006,0.306816,-0.18804265,0.0,,,,,847.6188454230414,,,,851.9504278247279,,,,0.0,2926.712168655198,,,,2.8727061105988576,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5928.0,50.0,-50.0,0.0,1.077775,0.092341,-0.052601,0.0,,,,,0.23,0.08,-0.08,0.0,[Fe/H],4.42,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m12.65s,186.8026947,+01d34m00.71s,1.5668631,416.457,8.192,-7.888,12.511,0.114,-0.114,11.115,0.026,-0.026,12.375,0.000196,-0.000196,2018-02-15,2018-03,2018-02-15,24.026114073323583,1.0
K2-26 b,K2-26,0,CONFIRMED,Schlieder et al. 2016,1.0,1.0,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,14.567025000000001,,,0.0,,,,,2.79,,,0.0,,,,,26.739743488758222,,,,602.3832019764799,,,,0.0,2550.0,,,0.0,4.66,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3731.0,,,0.0,0.51,,,0.0,,,,,,,,,,4.709016368490076,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m49.54s,94.2064312,+24d35m45.00s,24.5958335,99.0504,0.5153,-0.5102,14.528,0.053,-0.053,10.53,0.018,-0.018,13.7519,0.000368,-0.000368,2015-12-05,2016-01,2015-12-05,53.906123982513805,1.0
K2-26 b,K2-26,0,CONFIRMED,Schlieder et al. 2016,1.0,1.0,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.565939999999998,0.00093,-0.0009,0.0,,,,,1.6370604596009768,,,,,,,,853.0982524860236,,,,655.4105922948984,,,,0.0,2589.0,0.0049,-0.0053,0.0,4.704,0.12,-0.264,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3683.0,157.0,-157.0,0.0,0.515263,0.0153,-0.0153,0.0,0.512936,0.020283,-0.020283,0.0,,,,,,4.72407,0.008616,-0.008616,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m49.54s,94.2064312,+24d35m45.00s,24.5958335,99.0504,0.5153,-0.5102,14.528,0.053,-0.053,10.53,0.018,-0.018,13.7519,0.000368,-0.000368,2019-09-05,2019-09,2019-09-05,50.764705882352985,1.0
K2-26 b,K2-26,1,CONFIRMED,Schlieder et al. 2016,1.0,1.0,Published Confirmed,0.0,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,14.566499999999994,0.0016,-0.002,0.0,0.0962,0.0054,-0.0061,0.0,2.67,0.46,-0.42,0.0,,,,,5.800000000000011,,,0.0,430.0,,,0.0,0.0,4489.011377365197,,,,4.73,0.25,-0.12,0.0,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,M1.0 V,3785.0,185.0,-185.0,0.0,0.52,0.08,-0.08,0.0,0.56,0.1,-0.1,0.0,-0.13,0.15,-0.15,0.0,[Fe/H],4.744556534283991,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m49.54s,94.2064312,+24d35m45.00s,24.5958335,99.0504,0.5153,-0.5102,14.528,0.053,-0.053,10.53,0.018,-0.018,13.7519,0.000368,-0.000368,2016-01-20,2016-02,2016-01-21,51.09070199229859,1.0
K2-26 b,K2-26,0,CONFIRMED,Schlieder et al. 2016,1.0,1.0,Published Confirmed,0.0,<a refstr=BEICHMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...39B/abstract target=ref>Beichman et al. 2016</a>,14.568100999999999,2e-05,-2e-05,0.0,,,,,2.4700000000000006,0.4,-0.4,0.0,,,,,90.03394208476226,,,,643.2221928351416,,,,0.0,2642.5831358775067,,,,2.8148976954641864,,,,<a refstr=BEICHMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...39B/abstract target=ref>Beichman et al. 2016</a>,M1 V,4419.0,,,,0.52,0.08,-0.08,0.0,,,,,-0.13,0.15,-0.15,0.0,[Fe/H],4.732076386026787,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m49.54s,94.2064312,+24d35m45.00s,24.5958335,99.0504,0.5153,-0.5102,14.528,0.053,-0.053,10.53,0.018,-0.018,13.7519,0.000368,-0.000368,2016-03-23,2016-05,2016-03-24,9.552348446219867,1.0
K2-26 b,K2-26,0,CONFIRMED,Schlieder et al. 2016,1.0,1.0,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,14.566200000000002,0.0019,-0.0019,0.0,0.0945,0.0018,-0.0018,0.0,2.58,0.2,-0.2,0.0,,,,,5.279999999999973,0.73,-0.73,0.0,633.4905608498523,,,,0.0,4489.003212226558,,,,4.75,0.16,-0.16,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3769.0,57.0,-57.0,0.0,0.51,0.03,-0.03,0.0,0.53,0.03,-0.03,0.0,,,,,,4.749,0.025,-0.025,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m49.54s,94.2064312,+24d35m45.00s,24.5958335,99.0504,0.5153,-0.5102,14.528,0.053,-0.053,10.53,0.018,-0.018,13.7519,0.000368,-0.000368,2016-07-14,2016-09,2016-07-18,62.49523172727402,1.0
K2-26 b,K2-26,0,CONFIRMED,Schlieder et al. 2016,1.0,1.0,TESS Project Candidate,0.0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.052123634914068,,,,,,,,3.5506895200000006,0.43816376,-0.43816376,0.0,,,,,0.027899999999988268,,,0.0,104.25999999999999,,,0.0,0.0,3407.8486999999986,0.05166861,-0.05166861,0.0,5.1289452,0.8196901,-0.8196901,0.0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,,3683.0,157.0,-157.0,0.0,0.515263,0.0153,-0.0153,0.0,,,,,,,,,,4.72407,0.008616,-0.008616,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m49.54s,94.2064312,+24d35m45.00s,24.5958335,99.0504,0.5153,-0.5102,14.528,0.053,-0.053,10.53,0.018,-0.018,13.7519,0.000368,-0.000368,2024-06-10,2017-07,2024-06-10,6.595588114330894,1.0
K2-260 b,K2-260,1,CONFIRMED,Johnson et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,2.6266976200000016,6.6e-07,-6.6e-07,0.0,0.04392,0.00057,-0.00063,0.0,18.41635529,0.65012088,-0.81825559,0.0,0.053,0.051,-0.036,0.0,877.9739779487882,,,,2090.0,35.0,-39.0,0.0,0.0,9250.0,0.0045,-0.0037,0.0,4.19904,0.0084,-0.00768,0.0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,6860.0,150.0,-160.0,0.0,1.755,0.061,-0.078,0.0,1.637,0.065,-0.069,0.0,0.334,0.052,-0.061,0.0,[Fe/H],4.161,0.044,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h07m28.16s,76.8673317,+16d52m03.70s,16.8676948,663.834,19.395,-18.342,12.624,0.103,-0.103,11.093,0.021,-0.021,12.4667,0.000241,-0.000241,2024-11-20,2023-04,2024-11-20,225.609756097561,1.0
K2-260 b,K2-260,0,CONFIRMED,Johnson et al. 2018,1.0,1.0,TESS Project Candidate,0.0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.626698300000001,1e-06,-1e-06,0.0,,,,,18.7969,0.983656,-0.983656,0.0,,,,,2520.03,,,0.0,1973.0,,,0.0,0.0,10650.0,2.39e-06,-2.39e-06,0.0,4.087,0.009,-0.009,0.0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,,6475.0,131.68,-131.68,0.0,1.77,0.09,-0.09,0.0,,,,,,,,,,4.0609,0.090511,-0.090511,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h07m28.16s,76.8673317,+16d52m03.70s,16.8676948,663.834,19.395,-18.342,12.624,0.103,-0.103,11.093,0.021,-0.021,12.4667,0.000241,-0.000241,2024-01-22,2017-07,2024-01-22,445606.69456066936,1.0
K2-260 b,K2-260,0,CONFIRMED,Johnson et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,2.6266657000000038,1.8e-06,-1.8e-06,0.0,0.0404,0.0013,-0.0016,0.0,17.396368,0.538032,-0.638913,0.0,0.0,,,0.0,663.1674200777456,,,,1957.0,78.0,-77.0,0.0,0.0,9470.0,0.0062,-0.0048,0.0,4.1676,0.0108,-0.0096,0.0,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,F6 V,6367.0,250.0,-250.0,0.0,1.69,0.03,-0.03,0.0,1.39,0.05,-0.06,0.0,-0.14,0.15,-0.15,0.0,[Fe/H],4.15,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h07m28.16s,76.8673317,+16d52m03.70s,16.8676948,663.834,19.395,-18.342,12.624,0.103,-0.103,11.093,0.021,-0.021,12.4667,0.000241,-0.000241,2018-08-14,2018-11,2018-08-16,172.1818181818182,1.0
K2-260 b,K2-260,0,CONFIRMED,Johnson et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,2.626665799999998,1.6e-06,-1.5e-06,0.0,,,,,17.396368,,,,,,,,512.2412559659717,,,,1957.0,,,,0.0,9470.0,,,,4.1676,,,,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,F6 V,6367.0,250.0,-250.0,0.0,1.69,0.03,-0.03,0.0,1.39,0.05,-0.06,0.0,-0.14,0.15,-0.15,0.0,[Fe/H],4.15,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h07m28.16s,76.8673317,+16d52m03.70s,16.8676948,663.834,19.395,-18.342,12.624,0.103,-0.103,11.093,0.021,-0.021,12.4667,0.000241,-0.000241,2022-05-03,2022-05,2022-05-03,172.1818181818182,1.0
K2-260 b,K2-260,0,CONFIRMED,Johnson et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,2.6266976799999995,8e-07,-8e-07,0.0,,,,,17.383548727192043,,,,,,,,512.2412570810446,,,,1956.9877272882563,,,,0.0,9466.687543806263,,,,4.167822874272379,,,,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,F6 V,6367.0,250.0,-250.0,0.0,1.69,0.03,-0.03,0.0,1.39,0.05,-0.06,0.0,-0.14,0.15,-0.15,0.0,[Fe/H],4.15,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h07m28.16s,76.8673317,+16d52m03.70s,16.8676948,663.834,19.395,-18.342,12.624,0.103,-0.103,11.093,0.021,-0.021,12.4667,0.000241,-0.000241,2024-03-04,2023-03,2024-03-04,172.13392970781928,1.0
K2-260 b,K2-260,0,CONFIRMED,Johnson et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,2.6266973999999976,1.7e-06,-1.7e-06,0.0,,,,,17.38354869682935,,,,,,,,512.2412570712681,,,,1956.9877272893268,,,,0.0,9466.687533309718,,,,4.1678228756308755,,,,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,F6 V,6367.0,250.0,-250.0,0.0,1.69,0.03,-0.03,0.0,1.39,0.05,-0.06,0.0,-0.14,0.15,-0.15,0.0,[Fe/H],4.15,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h07m28.16s,76.8673317,+16d52m03.70s,16.8676948,663.834,19.395,-18.342,12.624,0.103,-0.103,11.093,0.021,-0.021,12.4667,0.000241,-0.000241,2022-01-24,2022-02,2022-01-24,172.1339295569748,1.0
K2-261 b,K2-261,0,CONFIRMED,Johnson et al. 2018,1.0,1.0,Published Confirmed,0.0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,11.633450000000003,0.00011,-0.00011,0.0,,,,,9.52765,,,,,,,,162.73378574965417,,,,1080.0,,,,0.0,2801.0,,,,5.112,,,,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,G7 IV/V,5537.0,71.0,-71.0,0.0,1.65,0.04,-0.04,0.0,1.1,0.01,-0.02,0.0,0.36,0.06,-0.06,0.0,[Fe/H],4.21,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h52m07.75s,163.0323119,+00d29m35.40s,0.493167,213.283,1.975,-1.941,10.612,0.009,-0.009,8.89,0.022,-0.022,10.4594,0.000314,-0.000314,2022-05-03,2022-05,2022-05-03,35.910256410256466,1.0
